서울특별시 성동구 사근동(1120055000),12100 ,12100 ,355 ,878 ,4879 ,1590 ,1057 ,1264 ,980 ,682 ,387 ,28 ,0 ,6345 ,6345 ,186 ,409 ,2738 ,910 ,546 ,622 ,475 ,285 ,166 ,8 ,0 ,5755 ,5755 ,169 ,469 ,2141 ,680 ,511 ,642 ,505 ,397 ,221 ,20 ,0
서울특별시 성동구 행당제1동(1120056000),13700 ,13700 ,886 ,991 ,2140 ,2187 ,2094 ,2177 ,1751 ,934 ,466 ,68 ,6 ,6585 ,6585 ,459 ,469 ,1008 ,1089 ,1022 ,1033 ,869 ,434 ,178 ,22 ,2 ,7115 ,7115 ,427 ,522 ,1132 ,1098 ,1072 ,1144 ,882 ,500 ,288 ,46 ,4
서울특별시 성동구 행당제2동(1120057000),22990 ,22990 ,1597 ,1907 ,2684 ,3395 ,3663 ,3972 ,3026 ,1773 ,866 ,104 ,3 ,10709 ,10709 ,785 ,861 ,1259 ,1578 ,1767 ,1941 ,1407 ,766 ,318 ,27 ,0 ,12281 ,12281 ,812 ,1046 ,1425 ,1817 ,1896 ,2031 ,1619 ,1007 ,548 ,77 ,3
서울특별시 성동구 응봉동(1120058000),14951 ,14951 ,995 ,1544 ,1705 ,2005 ,2670 ,2463 ,1809 ,1104 ,590 ,64 ,2 ,7110 ,7110 ,531 ,787 ,805 ,972 ,1257 ,1201 ,830 ,475 ,233 ,19 ,0 ,7841 ,7841 ,464 ,757 ,900 ,1033 ,1413 ,1262 ,979 ,629 ,357 ,45 ,2
서울특별시 성동구 금호1가동(1120059000),14989 ,14989 ,1125 ,1083 ,1596 ,2325 ,2541 ,2336 ,2181 ,1152 ,578 ,70 ,2 ,7142 ,7142 ,591 ,550 ,781 ,1092 ,1281 ,1124 ,991 ,509 ,207 ,16 ,0 ,7847 ,7847 ,534 ,533 ,815 ,1233 ,1260 ,1212 ,1190 ,643 ,371 ,54 ,2
서울특별시 성동구 금호2.3가동(1120061500),22108 ,22108 ,1585 ,1317 ,2539 ,3816 ,3566 ,3541 ,3087 ,1679 ,862 ,109 ,7 ,10573 ,10573 ,827 ,658 ,1283 ,1871 ,1744 ,1693 ,1436 ,718 ,311 ,29 ,3 ,11535 ,11535 ,758 ,659 ,1256 ,1945 ,1822 ,1848 ,1651 ,961 ,551 ,80 ,4
서울특별시 성동구 금호4가동(1120062000),14244 ,14244 ,1229 ,941 ,1355 ,2358 ,2601 ,2142 ,1951 ,1080 ,522 ,62 ,3 ,6750 ,6750 ,645 ,477 ,686 ,1068 ,1294 ,1054 ,878 ,454 ,180 ,13 ,1 ,7494 ,7494 ,584 ,464 ,669 ,1290 ,1307 ,1088 ,1073 ,626 ,342 ,49 ,2
서울특별시 성동구 옥수동(1120064500),25503 ,25503 ,2334 ,1638 ,2496 ,4521 ,4442 ,3856 ,3408 ,1794 ,885 ,125 ,4 ,11825 ,11825 ,1142 ,801 ,1176 ,2026 ,2178 ,1801 ,1537 ,793 ,332 ,37 ,2 ,13678 ,13678 ,1192 ,837 ,1320 ,2495 ,2264 ,2055 ,1871 ,1001 ,553 ,88 ,2
서울특별시 성동구 성수1가제1동(1120065000),15636 ,15636 ,897 ,958 ,2251 ,2805 ,2123 ,2820 ,2375 ,926 ,430 ,48 ,3 ,7767 ,7767 ,472 ,501 ,1147 ,1378 ,1057 ,1377 ,1218 ,442 ,162 ,11 ,2 ,7869 ,7869 ,425 ,457 ,1104 ,1427 ,1066 ,1443 ,1157 ,484 ,268 ,37 ,1
서울특별시 성동구 성수1가제2동(1120066000),12123 ,12123 ,627 ,780 ,1803 ,2318 ,1793 ,1859 ,1670 ,837 ,392 ,44 ,0 ,5919 ,5919 ,315 ,407 ,853 ,1157 ,860 ,950 ,808 ,390 ,166 ,13 ,0 ,6204 ,6204 ,312 ,373 ,950 ,1161 ,933 ,909 ,862 ,447 ,226 ,31 ,0
